title,link,source,published_str,pub_date,doi,abstract,abstract_source,must_have_abstract,published,title_zh,abstract_zh
"Current trends and challenges in solar PV-integrated battery energy storage technology: Key components, methods, and future prospects",https://www.sciencedirect.com/science/article/pii/S0306261926001133?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-15 00:00:00 UTC,2026-02-15 00:00:00+00:00,,,,0,,太阳能光光电池集电池能源储存技术的当前趋势和挑战:关键组成部分、方法和未来前景,
An integrated spatiotemporal techno-economic assessment of offshore renewable energy complementarity: A case study in China's maritime zones,https://www.sciencedirect.com/science/article/pii/S0306261926001650?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-15 00:00:00 UTC,2026-02-15 00:00:00+00:00,,,,0,,沿海可再生能源互补性综合技术经济评估:中国海区案例研究,
Optimal energy portfolio investment strategies for data centers under deep market uncertainty,https://www.sciencedirect.com/science/article/pii/S0306261926001625?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-15 00:00:00 UTC,2026-02-15 00:00:00+00:00,,,,0,,深市场不确定性情况下数据中心的最佳能源组合投资战略,
Finite element analysis of composites for latent heat storage technology: a comprehensive review,https://www.sciencedirect.com/science/article/pii/S0306261926001182?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-15 00:00:00 UTC,2026-02-15 00:00:00+00:00,,,,0,,潜在热储存技术复合材料的有限要素分析:全面审查,
"Advanced phase change material-thermal energy storage for low-carbon heat: materials, reliability, and AI-driven system integration for industry, buildings, and data centers",https://www.sciencedirect.com/science/article/pii/S0306261926001315?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-15 00:00:00 UTC,2026-02-15 00:00:00+00:00,,,,0,,低碳热:材料、可靠性和工业、建筑和数据中心采用AI驱动的系统整合,
"Multistage coordinated planning approach for RES-rich microgrids incorporating flexible power balancing unit, V2G scheduling, and hydrogen storage systems",https://www.sciencedirect.com/science/article/pii/S0306261926001522?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-15 00:00:00 UTC,2026-02-15 00:00:00+00:00,,,,0,,包括灵活电力平衡装置、V2G排期和氢储存系统的富RES型微电网多阶段协调规划办法,
Benefits and allocation principles of sector-coupled energy communities,https://www.sciencedirect.com/science/article/pii/S0306261926001492?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-15 00:00:00 UTC,2026-02-15 00:00:00+00:00,,,,0,,部门混合能源社区的利益和分配原则,
"A comparative state-of-the-art review of wave energy converters: point absorbers, linear absorbers, and hybrid systems",https://www.sciencedirect.com/science/article/pii/S030626192600139X?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-15 00:00:00 UTC,2026-02-15 00:00:00+00:00,,,,0,,对波浪能源转换器(点吸收器、线性吸收器和混合系统)的比较最新比较审查,
Resilient microgrid planning for socially vulnerable communities,https://www.sciencedirect.com/science/article/pii/S0306261926000863?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-15 00:00:00 UTC,2026-02-15 00:00:00+00:00,,,,0,,为社会弱势社区进行适应性微电网规划,
Characterizing peak electricity demand for U.S. households: an assessment of end-use loads and demand factors,https://www.sciencedirect.com/science/article/pii/S0306261926000747?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-15 00:00:00 UTC,2026-02-15 00:00:00+00:00,,,,0,,确定美国家庭电力需求高峰的特点:评估最终使用负荷和需求因素,
Spatially resolved diagnostic in solid oxide cell short stack – multisampling analysis under pure hydrogen operation,https://www.sciencedirect.com/science/article/pii/S0306261926001741?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-15 00:00:00 UTC,2026-02-15 00:00:00+00:00,,,,0,,固体氧化物电池短堆中空间溶解诊断-纯氢操作下的多抽样分析,
Impact of electricity price input methods on economic optimisation models: A case study of district heating thermal energy storage in Finland,https://www.sciencedirect.com/science/article/pii/S0306261926002060?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-15 00:00:00 UTC,2026-02-15 00:00:00+00:00,,,,0,,电价投入方法对经济优化模式的影响:芬兰地区供热热热能储存案例研究,
Forming multi-transmission-node distributed energy resource aggregations in wholesale energy market: An optimal node aggregation approach and admissible capacity expansion regions,https://www.sciencedirect.com/science/article/pii/S0306261926001881?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-15 00:00:00 UTC,2026-02-15 00:00:00+00:00,,,,0,,在批发能源市场形成多传输节点分布式能源资源汇总:最佳节点汇总办法和可接受能力扩大区域,
Biomimetic metal-drug coordination nanoplatform to counteract drug resistance in Pseudomonas aeruginosa via energy disruption,https://www.nature.com/articles/s41467-026-69712-6,Nature Communications,2026-02-15 00:00:00 UTC,2026-02-15 00:00:00+00:00,,"The rapid emergence of antimicrobial resistance is a critical global health challenge that renders conventional antibiotics ineffective. Developing innovative strategies to resensitize drug-resistant pathogens to existing antibiotics represents a promising therapeutic approach. Here, we present a biomimetic nanoplatform (Ce-Car@EV NPs) through the rational integration of ginger-derived extracellular vesicles (EVs) and a pH-responsive cerium-carbenicillin coordination nanoparticles (Ce-Car NCPs). This design enables prolonged circulation and targeted degradation in acidic infection sites, releasing Ce4+ ions and carbenicillin. The released Ce4+ ions penetrate the bacterial cells, where they disrupt ATP synthesis, impede oxidative phosphorylation, and inhibit the activity of efflux pump. By depleting ATP, blocking efflux pumps, and thereby reversing bacterial resistance, Ce4+ ions act as a potent adjuvant to carbenicillin. Here we show that this strategy effectively restores carbenicillin efficacy against drug-resistant Pseudomonas aeruginosa both in vitro and in vivo, establishing a therapeutic strategy leveraging metallic adjuvants to counteract antimicrobial resistance.",nature_html,0,,"利用生物模拟金属 -- -- 药物协调协调纳米平台,通过破坏能源在Pseudomonas eruuginosa抗药性抗药性","抗微生物抗药性迅速出现是使常规抗生素无效的关键性全球健康挑战。制定创新战略使抗药性病原体对现有的抗生素重新敏感是一种很有希望的治疗方法。在这里,我们展示了一种生物模拟纳米平台(Ce-car@EV NPs),其方法是将姜源外细胞囊(EVs)和PH反应灵敏的-氨基苯酶协调纳米粒子(Ce-car NCPs)进行合理整合,从而合理整合了姜源外细胞囊(EVs)和PH反应灵敏反应的纳米粒子(Ce-car NCPs),从而使得酸性感染场所的持久循环和定向退化,释放了Ce4+离子和卡比尼西林。释放的Ce4+离子进入了细菌细胞,从而干扰了亚TP合成,阻止氧化磷化,抑制了增殖泵的活动。"
Economic valuation under uncertainty in offshore wind farms investments: A systematic literature review,https://www.sciencedirect.com/science/article/pii/S0306261926001728?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-15 00:00:00 UTC,2026-02-15 00:00:00+00:00,,,,0,,岸外风力农场投资不确定情况下的经济价值:系统文献审查,
"Defect engineering for high-performance lithium/sodium-ion capacitor electrodes: mechanisms, advances, and future perspectives",https://www.sciencedirect.com/science/article/pii/S0306261926001819?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-02-15 00:00:00 UTC,2026-02-15 00:00:00+00:00,,,,0,,高性能锂/钠离电电电电电极:机制、进步和未来前景,
Beyond leaders and laggards: How incumbents navigate transformative policy missions,https://www.sciencedirect.com/science/article/pii/S0301421526000819?dgcid=rss_sd_all,ScienceDirect Publication: Energy Policy,2026-02-15 00:00:00 UTC,2026-02-15 00:00:00+00:00,,,,0,,超越领导人和落后者:现任者如何领导变革政策任务,
"Optimizing economy-energy-environment (3Es) policy mixes for decarbonization: Synergies, trade-offs, and regional implementation in China",https://www.sciencedirect.com/science/article/pii/S0301421526001072?dgcid=rss_sd_all,ScienceDirect Publication: Energy Policy,2026-02-15 00:00:00 UTC,2026-02-15 00:00:00+00:00,,,,0,,优化经济-能源-环境(3E)非碳化政策组合:中国的协同作用、权衡取舍和区域执行,
Engineering Chiroptical Interactions through Integrating Plasmonic Arrays with Cholesteric Nanocellulose,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202519964?af=R,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:00:00 UTC,2026-02-15 08:00:00+00:00,10.1002/adma.202519964,"ABSTRACT
                  Achieving scalable fabrication with precise control of chiroptical properties in chiral plasmonic materials remains challenging. We present a new family of engineered chiroptical composites comprising linearly assembled gold nanoparticle arrays integrated with cholesteric self‐assembled cellulose nanocrystals (CNCs). Aqueous CNC suspensions are cast onto pre‐assembled achiral plasmonic nanoparticle arrays via evaporation‐induced transfer imprinting lithography, yielding centimeter‐scale hybrid films with custom‐tailored chiroptical responses. During drying, CNCs co‐assemble with the gold nanoparticles at the interface, preserving the array's linear arrangement and keeping it isolated from the overlying cholesteric CNC layers. This configuration combines the linear dichroism of the plasmonic array with the linear birefringence of the CNC matrix, producing strong and tunable plasmonic circular dichroism at the surface lattice resonance, reaching 1217 ± 51 mdeg with a dissymmetry factor of –0.19 ± 0.02. Our approach provides a sustainable platform for engineering multifunctional chiral plasmonic materials with potential applications in optical sensing, photonic devices, and chiral biointerfaces.",crossref,0,,通过将等离子体阵列与霍乱性纳米纤维素素结合而实现的,"ABSTACT 实现可缩放的制造,精确控制手动质谱材料的有机特性,这仍然是个挑战。我们展示了一组新型的工程手动机动复合体,由线状组装的金纳米粒子阵列组成,这些阵列结合了胆固的自组合纤维素纳米晶体(CNCs),水态的碳集合聚合物悬浮被投放到通过蒸发(诱发的转移)成像印刷印刷印刷、产生厘米比例混合胶片和定制的土动反应而成。在干燥过程中,CNCs与介质上的金纳米粒子相融合,保持阵列的线性安排,并把它与上方的孔晶体内CNC层隔离。这种配置结合了线条。"
In Situ Copper‐Mediated Electron Bridge Revolutionizes Aqueous Sulfur‐Based Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202520299?af=R,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:19:03 UTC,2026-02-15 08:19:03+00:00,10.1002/adma.202520299,"ABSTRACT
                  
                    The practical application of sulfur‐based batteries remains challenged by the sluggish charge transfer kinetics and structural instability of sulfur cathodes, largely attributed to the absence of efficient electron transport pathways and robust electrode architecture. Herein, we present an in situ electron bridge construction strategy by introducing a transition metal to tailor the electronic properties and reinforce the structure of sulfurized polyacrylonitrile (SPAN) cathode. The dynamic d‐p orbital hybridization between copper and SPAN within the electron bridge promotes bandgap closure, shifting the electronic character from a semiconducting state toward a metallic state, thereby establishing high‐speed electron transfer channels and accelerating redox kinetics. Simultaneously, the self‐assembled copper‐modified SPAN (CuSPAN), driven by in situ thermodynamically‐favorable process, intrinsically reinforces the cathode structure, conferring exceptional long‐term operational stability. As a result, the aqueous CuSPAN‐based battery achieves a high reversible capacity of 760 mAh g
                    −1
                    at 3 C and outstanding cyclic stability with 79.2% capacity retention over 50 000 cycles at 15 C, superior to previously reported aqueous sulfur batteries. To verify the practicality, a flexible pouch cell is built based on the CuSPAN cathode, Zn anode, and gel electrolytes, delivering a stable operating voltage (1.2 V), high energy density (950 Wh kg
                    −1
                    ), and remarkable cycling stability even under various harsh conditions.",crossref,0,,"在硅铜经检测的电电桥中,水体硫化电池革命化","以硫为基础的电池的实际应用仍然受到电荷转移缓慢、动动因变化和硫化阴极结构不稳定的挑战,这主要是由于缺乏高效电子运输通道和坚固的电极结构。在这里,我们提出了一个现场电子桥架建战略,采用过渡金属来调整电子特性,加强硫化聚丙烯酸酯(SPAN)阴极管结构。电子桥内铜和SPAN之间的动态双轨道混合促进了带宽封闭,将电子特性从半导体状态转移到金属状态,从而建立了高速电子传输通道和乙烷。"
Material Preparation Information File (MPIF): A Community‐Driven Standard for Reporting MOF Syntheses,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202521420?af=R,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:20:32 UTC,2026-02-15 08:20:32+00:00,10.1002/adma.202521420,"ABSTRACT
                  The rapid growth of research on metal–organic frameworks (MOFs) and related porous materials has highlighted a critical need for standardized reporting of synthetic procedures and material properties. Synthesis consistency is often compromised by incomplete protocols and inconsistent nomenclature, with even well‐established MOFs exhibiting substantial variability depending on subtle and frequently unreported factors. To address this critical challenge, we introduce the Material Preparation Information File (MPIF), a modular, machine‐ and human‐readable format for documenting synthesis protocols alongside key characterization data. Built on the Self‐defining Text Archive and Retrieval (STAR) file architecture, MPIF consolidates essential information, including reagents, conditions, equipment, and handling procedures—into a structured format that supports both digital processing and practical laboratory use. To streamline MPIF creation and editing, a web‐based interface has been developed (mpif.jackdevans.com). By aligning with existing standards such as CIF and AIF, MPIF enables integration with databases, promotes FAIR data principles, and provides a foundation for data‐driven materials discovery, informatics, and automation. We envision MPIF becoming a community‐wide standard for transparent and consistent reporting of MOF and related material syntheses.",crossref,0,,材料准备资料资料档案:社区报告模式汇编标准,"关于金属-有机框架(MOFs)和有关多孔材料研究的迅速增长突出表明,迫切需要对合成程序和材料特性进行标准化报告。合成一致性往往由于协议不完整和术语不一致而受到损害,即使成熟的MOFs也因微妙和经常未报告的因素而表现出很大的变异性。为了应对这一严峻的挑战,我们引入了材料准备信息文件(MPIF),这是一个模块、机器和人文可读格式,用于与关键定性数据一起记录合成协议。在自定义文本归档和检索系统(STAR)档案结构的基础上,MPIF综合了基本信息,包括Rea。"
Sulfide‐Based Electrolytes for All‐Solid‐State Sodium Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.202505208?af=R,Wiley: Advanced Energy Materials: Table of Contents,2026-02-15 08:21:47 UTC,2026-02-15 08:21:47+00:00,10.1002/aenm.202505208,"ABSTRACT
                  All‐solid‐state sodium batteries with abundant resources, low cost, high safety, and high energy density show promising potential for grid‐scale energy storage and electric vehicles, positioning them as strong candidates for the post‐lithium era. Among them, sulfide‐based solid electrolytes stand out due to the high room‐temperature ionic conductivity, comparable to that of liquid electrolytes, as well as their superior interfacial compatibility and ease of production, making them a rapidly growing focus of cutting‐edge research. Nevertheless, critical challenges persist in current sulfide‐based solid electrolytes research, including inadequate ionic conductivity, moisture sensitivity, and interfacial incompatibility, which deteriorate electrochemical performance and hinder practical implementation. Herein, a systematic overview of the structure, properties, and synthesis methods of several representative sulfide‐based solid electrolytes is provided. Next, the key challenges and current optimization strategies are comprehensively summarized. Additionally, the assembly and battery performance of sulfide‐based solid electrolytes in sodium systems, along with the long‐overlooked safety risks and technical bottlenecks for industrial production, are discussed. Finally, a summary and recommendations for the identified and potential challenges of sulfide‐based solid electrolytes for future research are proposed.",crossref,0,,用于所有固态钠电池的基于硫化的电解解液,"ABSTACT ABSTACT 拥有丰富资源、低成本、高安全和高能源密度的全固体钠电池,显示电网规模能源贮存和电动车辆潜力大,成为后锂时代的强大候选体。 其中,基于硫化固态电解液由于与液体电解液相类似的高室温电传导性,以及其优异的相互兼容性和生产方便性,使得它们成为尖端研究的快速增长焦点,因此,目前基于硫化氮的固体电解液研究中依然存在着重大挑战,包括电传导性不足、水分敏感度和不相容性,这些都使电化学性恶化。"
Engineered Bacterial Biomaterials for Augmenting Adoptive Immune Cell Therapy Against Solid Tumors,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202522140?af=R,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:22:51 UTC,2026-02-15 08:22:51+00:00,10.1002/adma.202522140,"ABSTRACT
                  Adoptive immune cell therapy (ACT) represents one of the most promising strategies in cancer immunotherapy, leveraging genetically engineered immune cells to recognize and eradicate tumor cells with high specificity. Durable remissions have been achieved in hematological malignancies, particularly with CD19‐targeted chimeric antigen receptor T (CAR‐T) cell therapies. However, the efficacy of ACT in solid tumors remains limited due to the immunosuppressive tumor microenvironment, tumor heterogeneity, and poor infiltration and persistence of the effector cells within tumor sites. Bacterial biomaterials, encompassing live bacteria and their acellular platforms, for example, outer membrane vesicles, represent emerging classes of programmable systems capable of reshaping the tumor immune microenvironment. In this review, we briefly illustrate the underlying molecular mechanisms by which bacterial biomaterials remodel the tumor environment and underscore the advances in the use of engineered bacterial biomaterials to enhance the efficacy of ACT in solid tumors, highlighting the underlying basic principles and engineering strategies to augment current adoptive cellular therapies for overcoming their faced dilemmas in solid tumor settings.",crossref,0,,用于增强对固体肿瘤进行吸收性免疫细胞治疗的细菌生物材料,"ABSTACT 采纳性免疫细胞疗法(ACT)是癌症免疫疗法中最有希望的战略之一,它利用基因工程的免疫细胞发现和消灭肿瘤细胞,具有很高的特殊性。在血友学恶性肿瘤中,特别是在CD19-目标乳腺抗原受体T(CARET)细胞疗法中,已经实现了持久的再释放。然而,由于免疫抑制性肿瘤微环境、肿瘤异质性、肿瘤细胞细胞渗入不良以及肿瘤部位内影响细胞的持久性,青蒿素在固态肿瘤中的功效仍然有限。细菌生物材料,包括活细菌及其细胞平台,例如外膜卵囊,代表了能够重塑的可规划系统的新兴类别。细菌生物材料,包括活细菌及其细胞平台,例如外膜卵囊。"
Complementary Anion‐Cation Modulated Electrolyte with Balanced Conductivities for High‐Performance All‐Solid‐State Lithium‐Metal Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.72546?af=R,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:23:52 UTC,2026-02-15 08:23:52+00:00,10.1002/adma.72546,"ABSTRACT
                  
                    Solid‐state electrolytes with superionic conductivity and high compatibility with lithium‐metal anode are essential for high specific energy all‐solid‐state batteries. Here, we develop an argyrodite‐type solid‐state electrolyte that enables fast Li
                    +
                    transport and excellent interfacial compatibility with Li metal through a cooperative anion–cation modulation strategy. A robust anodic interface is spontaneously formed via the in situ reaction between Li metal and the tailored electrolyte. The cation Mo introduced into the electrolyte can be reduced to form a lithiophilic Li‐Mo alloy, while the anion N is capable of forming highly Li‐compatible Li
                    3
                    N. These interfacial products promote uniform Li stripping/plating and suppress parasitic reactions at the anodic interface. Meanwhile, Mo incorporation weakens the strong N─Li electrostatic interaction, ensuring rapid Li
                    +
                    migration within the electrolyte. The modulated electrolyte exhibits high dynamic stability and Li reversibility at the anodic side, enabling Li//Li symmetric cells to cycle stably for over 3100 h at 0.5 mA cm
                    −2
                    . The Li//LiNi
                    0.8
                    Co
                    0.1
                    Mn
                    0.1
                    O
                    2
                    batteries demonstrate an ultra‐stable long cycle life with 75% capacity retention over 1500 cycles at 4C (3.0 mA cm
                    −2
                    ), accompanied by an outstanding average coulombic efficiency of 99.99%. This work highlights an anion–cation cooperative modulation strategy for designing electrolytes that enable high‐performance all‐solid‐state lithium‐metal batteries.",crossref,0,,"补充性电动电动电动电解解解器,具有高性能的平衡电动特性","具有超电导性和与锂金属阳极高度兼容性的ABSTRACT Soliticial-stoltical 电解解解析器对于高精度能量是不可或缺的。在这里,我们开发了一种Argyrodite-type 固态电解解析器,通过合作的阴离子调制策略,使李+输送和与李金属之间极好的交互兼容性。一个强固态介质通过李金属与定制电解解介质之间的现场反应自发形成。引入电解解解析器的电解解解摩可降低成利焦热合物,而阴离子N则能够形成高度相容的利3N。这些介质可以减少电解解介器的电解介质,而电解N则能够形成高度相容的利3N。"
Sulfur‐Modified Amorphous Noble‐Metal‐Free High‐Entropy Alloy Ultra‐Thin Nanosheets for Low‐Overpotential and Long‐Lifespan Li‐O2 Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.72512?af=R,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:24:56 UTC,2026-02-15 08:24:56+00:00,10.1002/adma.72512,"ABSTRACT
                  
                    While noble‐metal‐free high‐entropy alloys (NHEA) represent promising low‐cost catalysts for Li‐O
                    2
                    batteries, their catalytic capability is limited by the low metal‐site utilization and unfavorable electronic structure inherent in conventional configurations. Herein, we report a novel design for a CuFeCoNiMn‐NHEA catalyst, characterized by its entirely amorphous structure and the Metal─S bonds (especially Ni─S) introduced by S‐doping. The successful synthesis of this catalyst relies on a rapid low‐temperature strategy, where the 5°C reaction temperature limits atomic diffusion and long‐range ordering, while the sub‐1‐min duration kinetically traps the atoms in a disordered state. Within this architecture, the ultra‐thin 2D morphology, disordered atomic arrangement, and unsaturated atomic coordination offer abundant active sites by eliminating constraints from crystal planes and boundaries; simultaneously, the Metal─S bonds significantly optimize the electronic structure. The electronegativity gradient between metal and S induces electron delocalization at metal sites, which lowers the d‐band center and optimizes the adsorption energy of
                    *
                    LiO
                    2
                    intermediates, thereby accelerating the redox kinetics. Meanwhile, strengthened Metal─S coordination elevates metal vacancy formation energies by 1–3 times, which suppresses atomic leaching to improve structural stability. Therefore, our unique catalyst achieves a low overpotential (0.48 V), and an exceptional lifespan (452 cycles), significantly outperforming most reported noble‐metal‐free catalysts.",crossref,0,,用于低潜能值和长寿命激光二电池的无定型高金属无电聚乙烯聚乙烯UlttraThin纳米表,"ABSTACT 尽管高金属无高有机物合金(NHEA)是LiO 2型电池的有希望的低成本催化剂,但其催化能力受到常规配置所固有的低金属矿址利用率和不适宜电子结构的限制。 我们在此报告CuFeCoNiMNNNENHEA催化剂的新设计,其特点是其完全不固定的结构以及Süding推出的金属-S债券(特别是Ni-S)的特征。该催化剂的成功合成依赖于快速的低温度战略,即5°C反应温度限制原子扩散和长程订购,而亚1°MNNNNNHE催化剂的动态持续时间将原子困在混乱状态中。在这个建筑中,该催化剂的成功合成取决于快速的低温战略,即5°C反应温度限制原子扩散和长程订购。"
Printable Deep‐Blue Fluorescent Light‐Emitting π‐Conjugated Polymers for All‐Organic RGB Visible Light Communication,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202514881?af=R,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:25:33 UTC,2026-02-15 08:25:33+00:00,10.1002/adma.202514881,"ABSTRACT
                  
                    All‐organic red‐green‐blue (RGB) visible light communication (VLC) systems hold significant promise for future wireless communications because they can be readily integrated with existing lighting infrastructures. However, the stability, efficiency, and exciton decay times of printed deep‐blue organic light‐emitting diodes (OLEDs) currently fall short of the high bandwidth, rapid response, and swift data transmission requirements of VLC systems. Herein, two printable deep‐blue fluorescent light‐emitting π‐conjugated polymers (LπCPs) were fabricated based on a multi‐dimensional self‐encapsulation strategy for application in all‐OLED RGB VLC systems. The printed fluorescent films displayed remarkably fast decay life‐times of ∼0.30 ns, enabling high bandwidth and fast response. The deep‐blue OLEDs presented a CIE coordinate of (0.15, 0.06), narrow deep‐blue emission with a full width at half maximum (FWHM) of 21 nm, high external quantum efficiency (EQE) of 1.94%, and high brightness of 6698 cd/m
                    2
                    with remarkable durability. Finally, preliminary printed all‐OLED RGB VLC systems were successfully established, and through efficient energy transfer, demonstrated the transmission of pseudo‐random binary sequence (PRBS) signals and audio data at a rate of 1 Mbps. The fast response times, on the order of microseconds, highlight the potential of these all‐OLED VLC systems for high‐speed data transmission.",crossref,0,,可打印的深蓝荧光光光闪光 有机RGB可见光通信的协同聚合体,"ABSTRACT ABSTACT ALACT ABACT ABACT ALACT ABR REDB 可见光光通信系统(RGB)对未来的无线通信有着重大希望,因为它们可以很容易地与现有的照明基础设施结合,然而,印刷的深蓝色有机发光二极管(OLED)的稳定性、效率和异常衰变时间目前低于VLC系统的高带宽、快速反应和快速数据传输要求。"
Amorphous/Crystalline Heterojunction Engineered High‐Density Strain in RuSeTe for Efficient Alkaline Hydrogen Evolution Reaction,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202517922?af=R,Wiley: Advanced Materials: Table of Contents,2026-02-15 08:26:56 UTC,2026-02-15 08:26:56+00:00,10.1002/adma.202517922,"ABSTRACT
                  
                    The efficiency and durability of electrocatalysts for the alkaline hydrogen evolution reaction (HER) are impeded by high overpotentials and sluggish kinetics, limiting their practical application. Here, we present a novel class of RuSeTe‐based electrocatalysts featuring high‐density tensile strain induced by amorphous/crystalline heterojunctions, where the strain distribution density is precisely regulated via interface length manipulation. Theoretical and experimental analyses reveal that the tensile strain optimizes the d‐band center and water adsorption energy, significantly reducing the energy barrier of the Volmer step. The optimized RuSeTe catalyst achieves an ultralow overpotential of 20 mV at 10 mA cm
                    −
                    2
                    and a Tafel slope of 33 mV dec
                    −
                    1
                    in alkaline media, outperforming state‐of‐the‐art Ru‐based chalcogenides. Furthermore, the catalyst exhibits sustained durability for 1100 h (&gt;45 days) at a current density of 100 mA cm
                    −2
                    , maintaining a nearly constant potential throughout the test. This work proposes a universal strategy for inducing high‐density strain through amorphous/crystalline heterointerface engineering, offering new insights into designing efficient and stable HER catalysts.",crossref,0,,"RuseTe的无定形/晶晶线血凝结工程高密度斯特拉因,以高效烷烃氢进化反应","碱性氢进化反应电催化剂的效率和耐久性受到高超潜能和低动能作用的阻碍,限制了它们的实际应用。这里我们展示了新型的Ruse Te基电催化剂类别,其特点是由无定形/晶状血清聚合物诱发的高密度抗拉菌株,其菌株分布密度通过界面长度操纵得到精确调节。理论和实验分析表明,抗拉菌株优化了d带中心和水吸附能,大大缩小了Volmer阶梯的能源屏障。"
Stabilizing Micro‐Sized Silicon Oxides by Durable Hydrogen Chemistry,https://onlinelibrary.wiley.com/doi/10.1002/anie.202521900?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-02-15 08:28:48 UTC,2026-02-15 08:28:48+00:00,10.1002/anie.202521900,"ABSTRACT
                  
                    Micro‐sized silicon oxide (µSiO
                    x
                    ) is considered one of the most promising anodes for commercial high‐energy Li batteries owing to its low cost and high capacity. However, due to the instability of its solid electrolyte interphase (SEI), irreversible consumption of active lithium ions and continuous decomposition of the electrolyte occur, making long‐term stability of µSiO
                    x
                    a significant challenge. Herein, we effectively enhance the stability of the SEI on the surface of the µSiO
                    x
                    anode through the dual functionality of hydrogen chemistry, namely interface regulation and atmospheric protection. With the assistance of the highly reversible hydrogen evolution and oxidation redox reactions, the discharge capacity of the µSiO
                    x
                    anode can reach ∼1568 mAh g
                    −1
                    at 1 C when the charge capacity is 1600 mAh g
                    −1
                    . Meanwhile, the µSiO
                    x
                    anode can stably cycle for 2000 h with a Coulombic efficiency of ∼98% at a charge capacity of 700 mAh g
                    −1
                    . Even at a high areal capacity of 3 mAh cm
                    −2
                    , the µSiO
                    x
                    anode can still cycle 600 h with the discharge capacity remaining ∼2.93 mAh cm
                    −2
                    (∼726 mAh g
                    −1
                    ). This study provides a proof‐of‐concept stabilization strategy for µSiO
                    x
                    under high‐capacity conditions, bringing this challenging anode material one step closer to practical applications.",crossref,0,,通过耐久氢化化学稳定微型水化硅氧化物,"ABSTRACT 微小型硅氧化物(μSiO x)被认为是商业高能李电池中最有希望的阳极之一,因为其成本低,容量高,但是,由于固体电解中继器(SEI)不稳定,活性锂离子的不可逆转消耗和电解液持续分解发生,使μSiOx的长期稳定性成为一项重大挑战。在这里,我们通过氢化学的双重功能,即界面调节和大气保护,通过氢化学的双重功能,有效地提高SEI在μSiOx阳极表面的稳定性。"
